,pid,info_cost,PR_type,message,trial_index,trial_i,delays,score,relative_score,n_click,clicks,click_times,path,action_times
0,0,1.0,objectLevel,full,1,2,"[-1, -1, -1]",28.0,0.7931034482758621,6,"[3, 9, 4, 5, 2, 6]","[6051, 10901, 12487, 14753, 15547, 21776]","[1, 2, 6, 10]","[24959, 30085, 34388]"
1,0,1.0,objectLevel,full,2,10,"[-1, -1, -1]",30.0,1.3636363636363635,10,"[4, 8, 7, 3, 5, 2, 6, 9, 12, 13]","[2603, 4361, 6484, 7986, 10128, 11098, 14281, 15166, 22862, 25113]","[1, 3, 7, 12]","[17552, 22854, 27247]"
2,0,1.0,objectLevel,full,3,8,"[-1, -1, -1]",39.0,0.9333333333333333,11,"[7, 5, 2, 3, 9, 16, 17, 4, 8, 15, 14]","[2436, 4324, 5182, 7343, 8301, 10929, 11738, 14371, 15410, 16288, 17239]","[1, 4, 8, 15]","[19197, 23786, 24913]"
3,0,1.0,objectLevel,full,4,3,"[-1, -1, -1]",23.0,0.6666666666666666,13,"[4, 3, 8, 2, 5, 7, 9, 17, 6, 10, 11, 14, 13]","[1796, 4060, 5843, 9038, 10105, 11676, 13458, 14578, 16414, 18118, 19052, 20333, 22231]","[1, 2, 6, 10]","[24041, 29715, 30953]"
4,0,1.0,objectLevel,full,5,6,"[-1, -1, -1]",43.0,1.1612903225806452,13,"[2, 4, 6, 10, 11, 15, 8, 7, 12, 3, 9, 13, 5]","[1655, 2502, 4292, 5832, 6556, 8182, 8728, 10118, 10810, 11332, 12251, 14563, 15876]","[1, 2, 6, 11]","[17483, 22445, 24166]"
5,0,1.0,objectLevel,full,6,1,"[-1, -1, -1]",34.0,0.7209302325581395,10,"[3, 2, 5, 9, 17, 16, 7, 12, 13, 8]","[1090, 3313, 4215, 5343, 6721, 7452, 8705, 9497, 10143, 11886]","[1, 3, 7, 12]","[14878, 19117, 20333]"
6,0,1.0,objectLevel,full,7,4,"[-1, -1, -1]",30.0,0.7,12,"[2, 3, 5, 9, 16, 17, 4, 8, 14, 15, 6, 7]","[1502, 3338, 4248, 5269, 6318, 7187, 8324, 10200, 10852, 11497, 12923, 17062]","[1, 5, 9, 17]","[18459, 23039, 24163]"
7,0,1.0,objectLevel,full,8,7,"[-1, -1, -1]",44.0,1.3225806451612903,13,"[2, 6, 10, 11, 4, 8, 15, 14, 3, 7, 12, 13, 5]","[2247, 3505, 4261, 4844, 5777, 6858, 7546, 8321, 9549, 10187, 11239, 13744, 14769]","[1, 4, 8, 14]","[18416, 22410, 23467]"
8,0,1.0,objectLevel,full,9,5,"[-1, -1, -1]",28.0,0.8064516129032258,9,"[2, 6, 10, 11, 4, 8, 3, 7, 5]","[1250, 1969, 3169, 3797, 4825, 5571, 7057, 8427, 9897]","[1, 2, 6, 10]","[11623, 16059, 17405]"
9,0,1.0,objectLevel,full,10,0,"[-1, -1, -1]",43.0,1.0714285714285714,11,"[2, 4, 8, 15, 14, 3, 7, 12, 5, 9, 17]","[1162, 2016, 2864, 3713, 4552, 5766, 6824, 7814, 8854, 9540, 11088]","[1, 4, 8, 14]","[13480, 18753, 20074]"
10,0,1.0,objectLevel,full,11,9,"[-1, -1, -1]",30.0,0.7878787878787878,11,"[2, 3, 4, 8, 14, 15, 7, 13, 12, 5, 9]","[1342, 2362, 2976, 3675, 4570, 5277, 6709, 7269, 8078, 8818, 10944]","[1, 4, 8, 15]","[12642, 17374, 18819]"
11,0,1.0,objectLevel,full,12,11,"[-1, -1, -1]",45.0,1.2258064516129032,11,"[2, 6, 11, 10, 4, 3, 5, 9, 17, 7, 13]","[1423, 2575, 3157, 3958, 5546, 6540, 9184, 10374, 12344, 13984, 17313]","[1, 2, 6, 11]","[19350, 24713, 26044]"
12,1,1.0,objectLevel,full,1,4,"[-1, -1, -1]",26.0,0.6,16,"[3, 4, 5, 2, 14, 8, 15, 12, 7, 13, 10, 6, 11, 17, 9, 16]","[773, 1351, 1877, 2375, 3447, 3762, 4067, 4778, 5095, 5371, 5959, 6302, 6831, 7293, 7558, 7825]","[1, 5, 9, 17]","[9213, 11970, 12686]"
13,1,1.0,objectLevel,full,2,1,"[-1, -1, -1]",28.0,0.5813953488372093,16,"[3, 4, 12, 7, 13, 2, 10, 6, 11, 5, 15, 8, 14, 16, 9, 17]","[817, 1603, 2147, 2427, 2722, 3176, 3704, 4271, 4563, 5250, 5650, 5981, 6251, 6889, 7301, 7569]","[1, 3, 7, 12]","[9667, 12497, 13104]"
14,1,1.0,objectLevel,full,3,3,"[-1, -1, -1]",20.0,0.5757575757575758,16,"[3, 4, 2, 5, 16, 9, 17, 11, 6, 10, 13, 7, 12, 14, 8, 15]","[638, 918, 1281, 1750, 2190, 2508, 2807, 3308, 3840, 3901, 5005, 5283, 5554, 6040, 6374, 6725]","[1, 2, 6, 10]","[7411, 10600, 11326]"
15,1,1.0,objectLevel,full,4,11,"[1, -1, -1]",46.0,1.2580645161290323,7,"[3, 4, 5, 2, 9, 16, 17]","[1726, 2120, 2441, 2851, 3548, 3754, 4427]","[1, 5, 9, 16]","[5057, 9296, 10348]"
16,1,1.0,objectLevel,full,5,8,"[-1, -1, -1]",34.0,0.7666666666666667,16,"[3, 4, 2, 5, 8, 7, 9, 14, 15, 16, 17, 11, 6, 10, 13, 12]","[887, 1340, 1786, 2250, 2940, 3508, 4251, 4932, 5479, 7351, 7679, 8106, 8409, 8720, 9419, 9698]","[1, 4, 8, 15]","[15876, 18928, 19546]"
17,1,1.0,objectLevel,full,6,2,"[-1, -1, -1]",18.0,0.4482758620689655,16,"[12, 13, 7, 3, 10, 6, 2, 11, 5, 4, 14, 8, 15, 16, 9, 17]","[725, 1434, 1713, 1986, 2444, 3258, 3491, 3833, 4353, 4759, 5126, 5475, 5818, 6253, 7355, 7585]","[1, 2, 6, 10]","[10356, 13072, 13965]"
18,1,1.0,objectLevel,full,7,7,"[-1, -1, -1]",46.0,1.3870967741935485,11,"[3, 4, 5, 2, 7, 12, 13, 8, 6, 14, 15]","[2016, 2379, 2820, 3323, 3916, 4147, 4867, 6237, 6683, 7335, 7683]","[1, 4, 8, 14]","[8158, 11401, 12438]"
19,1,1.0,objectLevel,full,8,10,"[-1, -1, -1]",29.0,1.3181818181818181,11,"[3, 4, 5, 2, 7, 13, 12, 14, 8, 15, 10]","[1723, 1929, 2333, 2723, 3248, 4122, 4506, 5446, 5732, 6415, 7177]","[1, 3, 7, 12]","[8311, 11440, 12345]"
20,1,1.0,objectLevel,full,9,6,"[-1, -1, -1]",46.0,1.2580645161290323,10,"[3, 4, 2, 5, 12, 13, 7, 6, 10, 11]","[649, 1031, 1805, 2328, 3789, 3802, 4614, 5709, 6495, 6973]","[1, 2, 6, 11]","[7745, 10766, 11732]"
21,1,1.0,objectLevel,full,10,5,"[-1, -1, -1]",26.0,0.7419354838709677,11,"[3, 4, 5, 2, 8, 14, 6, 10, 11, 7, 9]","[728, 1323, 1807, 2223, 2943, 3304, 4583, 4942, 5637, 6928, 7553]","[1, 2, 6, 10]","[8688, 12407, 13525]"
22,1,1.0,objectLevel,full,11,0,"[-1, -1, -1]",38.0,0.9523809523809523,16,"[3, 4, 5, 2, 16, 17, 9, 7, 12, 13, 10, 6, 11, 15, 8, 14]","[2126, 2498, 2958, 3370, 4324, 4745, 5018, 6572, 7598, 7922, 8419, 8704, 9039, 9841, 10124, 10438]","[1, 4, 8, 14]","[12255, 15046, 15883]"
23,1,1.0,objectLevel,full,12,9,"[-1, -1, -1]",31.0,0.8181818181818182,10,"[3, 4, 2, 5, 8, 14, 15, 12, 7, 13]","[24724, 25101, 25476, 25925, 26572, 26941, 27298, 28245, 28508, 28755]","[1, 4, 8, 15]","[29451, 32351, 33281]"
24,2,2.5,objectLevel,full,1,10,"[10, -1, -1]",22.0,0.5135135135135135,0,[],[],"[1, 2, 6, 10]","[4916, 16241, 18555]"
25,2,2.5,objectLevel,full,2,9,"[9, -1, -1]",24.0,0.575,0,[],[],"[1, 5, 9, 16]","[2919, 14487, 15260]"
26,2,2.5,objectLevel,full,3,6,"[17, -1, 13]",-3.0,-0.11320754716981132,0,[],[],"[1, 4, 8, 14]","[2305, 22141, 22916]"
27,2,2.5,objectLevel,full,4,4,"[10, -1, 7]",27.0,0.6052631578947368,0,[],[],"[1, 3, 7, 12]","[349, 14785, 15561]"
28,2,2.5,objectLevel,full,5,7,"[5, -1, -1]",21.0,0.4,0,[],[],"[1, 2, 6, 11]","[407, 10108, 11963]"
29,2,2.5,objectLevel,full,6,3,"[-1, -1, 11]",-20.0,-0.21739130434782608,0,[],[],"[1, 2, 6, 10]","[4497, 7897, 10244]"
30,2,2.5,objectLevel,full,7,2,"[-1, -1, -1]",19.0,0.7580645161290323,0,[],[],"[1, 3, 7, 12]","[354, 1677, 2441]"
31,2,2.5,objectLevel,full,8,1,"[-1, -1, -1]",16.0,0.6705882352941176,0,[],[],"[1, 4, 8, 15]","[2018, 3163, 5911]"
32,2,2.5,objectLevel,full,9,0,"[-1, -1, 5]",5.0,0.0392156862745098,0,[],[],"[1, 3, 7, 12]","[1192, 2729, 4191]"
33,2,2.5,objectLevel,full,10,11,"[22, -1, -1]",4.0,-0.061224489795918366,0,[],[],"[1, 2, 6, 10]","[2129, 837489, 838278]"
34,2,2.5,objectLevel,full,11,8,"[11, -1, -1]",22.0,0.36363636363636365,0,[],[],"[1, 5, 9, 16]","[922, 17448, 18228]"
35,2,2.5,objectLevel,full,12,5,"[29, -1, 5]",8.0,0.40816326530612246,0,[],[],"[1, 4, 8, 15]","[2, 72212, 73006]"
36,3,1.0,none,none,1,10,"[3, 0, 1]",26.0,1.1818181818181819,1,[3],[5940],"[1, 3, 7, 13]","[9059, 15073, 19002]"
37,3,1.0,none,none,2,7,"[3, 0, 1]",30.0,0.8709677419354839,4,"[4, 5, 2, 3]","[2385, 3674, 5847, 7778]","[1, 3, 7, 12]","[10962, 18601, 22864]"
38,3,1.0,none,none,3,1,"[3, 0, 1]",6.0,0.06976744186046512,4,"[4, 5, 2, 3]","[2781, 4814, 6583, 8069]","[1, 5, 9, 17]","[11210, 17209, 24291]"
39,3,1.0,none,none,4,5,"[3, 0, 1]",-10.0,-0.41935483870967744,6,"[4, 3, 2, 5, 14, 15]","[1868, 3089, 4300, 5926, 23808, 25632]","[1, 4, 8, 15]","[8920, 14976, 29095]"
40,3,1.0,none,none,5,4,"[3, 0, 1]",36.0,0.85,6,"[3, 2, 5, 4, 17, 16]","[1264, 3040, 4581, 6424, 26782, 30444]","[1, 5, 9, 17]","[14519, 22014, 33480]"
41,3,1.0,none,none,6,8,"[3, 0, 1]",6.0,-0.16666666666666666,6,"[3, 2, 5, 4, 16, 17]","[3901, 5674, 7303, 9182, 23943, 25542]","[1, 5, 9, 16]","[12839, 18956, 29388]"
42,3,1.0,none,none,7,6,"[3, 0, 1]",46.0,1.2580645161290323,10,"[3, 4, 5, 2, 6, 7, 8, 9, 11, 10]","[2049, 3062, 4215, 5407, 7193, 8590, 10894, 12474, 15926, 17257]","[1, 2, 6, 11]","[21728, 28095, 32761]"
43,3,1.0,none,none,8,11,"[3, 0, 1]",43.0,1.1612903225806452,13,"[3, 4, 5, 2, 6, 9, 7, 13, 12, 10, 11, 17, 16]","[3693, 4662, 5813, 7161, 8809, 12651, 18441, 21877, 23589, 25094, 26897, 29197, 30726]","[1, 2, 6, 11]","[40085, 46763, 50019]"
44,3,1.0,none,none,9,0,"[3, 0, 1]",44.0,1.0952380952380953,10,"[3, 2, 5, 4, 9, 6, 7, 8, 14, 15]","[2548, 3732, 4716, 5823, 7552, 8886, 10415, 11922, 16556, 17969]","[1, 4, 8, 14]","[21058, 27304, 31894]"
45,3,1.0,none,none,10,3,"[3, 0, 1]",26.0,0.7575757575757576,10,"[3, 2, 5, 4, 8, 7, 6, 9, 11, 10]","[2531, 3651, 4841, 6043, 8197, 9851, 11327, 13320, 20068, 22264]","[1, 2, 6, 10]","[25183, 31408, 39151]"
46,3,1.0,none,none,11,2,"[3, 0, 1]",26.0,0.7241379310344828,8,"[3, 2, 5, 4, 6, 9, 10, 11]","[4026, 5179, 6204, 7419, 9904, 11251, 13364, 14497]","[1, 2, 6, 10]","[17462, 23535, 29934]"
47,3,1.0,none,none,12,9,"[3, 0, 1]",33.0,0.8787878787878788,8,"[4, 3, 2, 5, 8, 7, 14, 15]","[3711, 4723, 6023, 7255, 9916, 11907, 18270, 19426]","[1, 4, 8, 15]","[22552, 29359, 34542]"
49,5,0.01,objectLevel,full,1,11,"[-1, -1, 20]",24.0,0.6875,0,[],[],"[1, 2, 6, 10]","[3265, 8906, 12012]"
50,5,0.01,objectLevel,full,2,9,"[-1, -1, 4]",31.0,0.35,0,[],[],"[1, 3, 7, 13]","[2022, 5792, 9573]"
51,5,0.01,objectLevel,full,3,7,"[16, -1, -1]",23.0,0.8125,0,[],[],"[1, 4, 8, 14]","[3604, 23874, 27186]"
52,5,0.01,objectLevel,full,4,5,"[-1, -1, -1]",33.84,1.0613333333333335,16,"[3, 4, 2, 6, 10, 11, 5, 9, 17, 16, 15, 8, 14, 12, 7, 13]","[930, 1940, 2629, 3160, 3572, 4185, 5009, 5731, 6162, 6995, 7763, 8264, 8695, 9212, 9807, 10411]","[1, 4, 8, 14]","[15278, 19136, 23471]"
53,5,0.01,objectLevel,full,5,6,"[-1, -1, -1]",37.84,1.944761904761905,16,"[7, 3, 13, 12, 4, 8, 14, 15, 2, 6, 10, 11, 5, 9, 17, 16]","[890, 1303, 1970, 2586, 3329, 3808, 4253, 4937, 5722, 6108, 6606, 7238, 7955, 8371, 8794, 9372]","[1, 2, 6, 11]","[11029, 14788, 15844]"
54,5,0.01,objectLevel,full,6,2,"[-1, -1, -1]",33.84,1.7420000000000002,16,"[3, 7, 13, 12, 4, 8, 14, 15, 2, 6, 10, 11, 5, 9, 16, 17]","[853, 1299, 1793, 2385, 3704, 4185, 4632, 5285, 6032, 6500, 6969, 7770, 8401, 9102, 10329, 10957]","[1, 2, 6, 10]","[13594, 17106, 18392]"
55,5,0.01,objectLevel,full,7,1,"[-1, -1, -1]",45.87,1.9956666666666665,13,"[3, 4, 2, 5, 7, 13, 12, 8, 14, 15, 9, 17, 16]","[761, 1619, 2489, 3389, 4222, 4869, 5520, 7148, 7669, 8285, 10207, 10939, 11840]","[1, 5, 9, 16]","[13506, 18099, 19319]"
56,5,0.01,objectLevel,full,8,3,"[-1, -1, -1]",33.88,2.187692307692308,12,"[3, 2, 5, 4, 9, 6, 7, 10, 11, 17, 16, 8]","[957, 1839, 2639, 3251, 4326, 5272, 6024, 7989, 9270, 10443, 11127, 17542]","[1, 2, 6, 10]","[13064, 17506, 19016]"
57,5,0.01,objectLevel,full,9,4,"[-1, -1, -1]",41.87,1.0956666666666666,13,"[3, 4, 2, 5, 8, 9, 7, 14, 15, 16, 17, 12, 13]","[1059, 1879, 2603, 3303, 4607, 5762, 6707, 8407, 9618, 10354, 11164, 12122, 13048]","[1, 5, 9, 17]","[17398, 21890, 23252]"
58,5,0.01,objectLevel,full,10,8,"[-1, -1, -1]",40.84,1.1280000000000001,16,"[3, 4, 5, 2, 9, 8, 7, 6, 10, 12, 13, 11, 17, 16, 15, 14]","[726, 1384, 2092, 2775, 4443, 5385, 6346, 7047, 7750, 8595, 9148, 9881, 10580, 11652, 12412, 13124]","[1, 3, 7, 12]","[30362, 34776, 35770]"
59,5,0.01,objectLevel,full,11,0,"[-1, -1, -1]",39.87,2.4927777777777775,13,"[3, 4, 2, 5, 9, 16, 17, 8, 15, 14, 12, 13, 7]","[795, 1381, 2060, 2716, 3459, 4268, 4922, 5838, 6723, 7517, 8423, 9243, 9755]","[1, 4, 8, 15]","[12065, 16683, 18001]"
60,5,0.01,objectLevel,full,12,10,"[-1, -1, -1]",21.84,0.7830303030303031,16,"[3, 4, 2, 5, 6, 8, 7, 12, 13, 14, 15, 10, 11, 9, 16, 17]","[2057, 2739, 3370, 4124, 5323, 6634, 7594, 9695, 10296, 11675, 12425, 13561, 14471, 22460, 23180, 23802]","[1, 2, 6, 10]","[25186, 29163, 30143]"
61,6,2.5,objectLevel,full,1,1,"[-1, -1, 44]",-14.0,0.3176470588235294,0,[],[],"[1, 4, 8, 14]","[2559, 4532, 6047]"
62,6,2.5,objectLevel,full,2,0,"[2, -1, 11]",-5.0,-0.1568627450980392,0,[],[],"[1, 5, 9, 16]","[1520, 6984, 8064]"
63,6,2.5,objectLevel,full,3,6,"[-1, -1, -1]",-2.0,-0.09433962264150944,8,"[14, 12, 13, 10, 11, 17, 16, 15]","[1320, 2461, 3433, 4361, 5653, 6651, 7315, 8371]","[1, 3, 7, 13]","[9612, 11838, 12637]"
64,6,2.5,objectLevel,full,4,9,"[9, -1, -1]",24.0,0.575,0,[],[],"[1, 5, 9, 17]","[2435, 86862, 90264]"
65,6,2.5,objectLevel,full,5,7,"[1, -1, -1]",27.0,0.5,0,[],[],"[1, 3, 7, 13]","[3916, 7759, 8913]"
66,6,2.5,objectLevel,full,6,10,"[10, -1, -1]",22.0,0.5135135135135135,0,[],[],"[1, 2, 6, 10]","[1371, 16742, 18330]"
67,6,2.5,objectLevel,full,7,8,"[11, -1, -1]",22.0,0.36363636363636365,0,[],[],"[1, 5, 9, 16]","[1395, 14805, 17139]"
68,6,2.5,objectLevel,full,8,2,"[-1, -1, -1]",19.0,0.7580645161290323,0,[],[],"[1, 3, 7, 12]","[1408, 2979, 4985]"
69,6,2.5,objectLevel,full,9,11,"[5, -1, 14]",7.0,0.0,0,[],[],"[1, 4, 8, 14]","[1290, 8611, 10139]"
70,6,2.5,objectLevel,full,10,5,"[7, -1, -1]",27.0,0.7959183673469388,0,[],[],"[1, 5, 9, 17]","[2024, 11361, 14228]"
71,6,2.5,objectLevel,full,11,4,"[10, -1, 2]",30.0,0.6842105263157895,0,[],[],"[1, 5, 9, 16]","[1276, 14337, 16441]"
72,6,2.5,objectLevel,full,12,3,"[3, -1, -1]",-4.0,0.13043478260869565,0,[],[],"[1, 3, 7, 12]","[1954, 7431, 9752]"
73,7,2.5,featureBased,full,1,6,"[4, 0, 0]",-28.0,-0.5849056603773585,16,"[2, 6, 4, 8, 14, 5, 9, 17, 10, 3, 7, 12, 15, 16, 13, 11]","[5031, 7352, 14112, 15167, 17323, 22639, 23370, 24692, 68411, 86450, 87647, 88668, 117206, 117988, 119353, 121329]","[1, 2, 6, 11]","[192585, 225622, 240344]"
74,7,2.5,featureBased,full,2,9,"[0, 0, 0]",24.0,0.575,0,[],[],"[1, 5, 9, 16]","[26439, 33201, 36625]"
75,7,2.5,featureBased,full,3,3,"[0, 0, 0]",0.0,0.21739130434782608,0,[],[],"[1, 4, 8, 15]","[4585, 11391, 13488]"
76,7,2.5,featureBased,full,4,1,"[0, 0, 0]",8.0,0.5764705882352941,0,[],[],"[1, 3, 7, 12]","[3854, 21269, 34573]"
77,7,2.5,featureBased,full,5,10,"[0, 0, 0]",17.0,0.3783783783783784,0,[],[],"[1, 2, 6, 11]","[889, 19424, 33932]"
78,7,2.5,featureBased,full,6,7,"[0, 0, 0]",19.0,0.36666666666666664,0,[],[],"[1, 3, 7, 12]","[15612, 37552, 49566]"
79,7,2.5,featureBased,full,7,5,"[0, 0, 0]",2.0,0.2857142857142857,0,[],[],"[1, 5, 9, 16]","[5418, 16538, 34207]"
80,7,2.5,featureBased,full,8,4,"[0, 0, 0]",23.0,0.5,0,[],[],"[1, 2, 6, 10]","[6749, 27603, 45799]"
81,7,2.5,featureBased,full,9,2,"[0, 0, 0]",-1.0,0.43548387096774194,0,[],[],"[1, 4, 8, 14]","[16410, 33156, 46684]"
82,7,2.5,featureBased,full,10,0,"[0, 0, 0]",3.0,0.0,0,[],[],"[1, 2, 6, 10]","[7396, 17747, 46377]"
83,7,2.5,featureBased,full,11,11,"[0, 0, 0]",29.0,0.4489795918367347,2,"[17, 16]","[50413, 56778]","[1, 5, 9, 17]","[5391, 21334, 58659]"
84,7,2.5,featureBased,full,12,8,"[0, 3, 0]",34.5,0.6477272727272727,1,[13],[21240],"[1, 3, 7, 13]","[6099, 22833, 44149]"
85,8,0.01,none,none,1,2,"[4, 0, 1]",32.0,1.65,0,[],[],"[1, 2, 6, 11]","[3709, 11956, 17444]"
86,8,0.01,none,none,2,4,"[4, 0, 1]",13.0,0.13333333333333333,0,[],[],"[1, 3, 7, 13]","[3883, 10764, 15885]"
87,8,0.01,none,none,3,1,"[4, 0, 1]",6.0,0.6666666666666666,0,[],[],"[1, 4, 8, 14]","[2851, 9188, 12820]"
88,8,0.01,none,none,4,6,"[4, 0, 1]",13.0,0.7619047619047619,0,[],[],"[1, 2, 6, 10]","[594, 10279, 13234]"
89,8,0.01,none,none,5,11,"[4, 0, 1]",38.0,1.125,0,[],[],"[1, 2, 6, 11]","[1325, 7557, 9765]"
90,8,0.01,none,none,6,0,"[4, 0, 1]",11.0,0.8888888888888888,0,[],[],"[1, 5, 9, 17]","[859, 7275, 11643]"
91,8,0.01,none,none,7,8,"[4, 0, 1]",13.0,0.2,0,[],[],"[1, 5, 9, 16]","[1175, 7454, 10814]"
92,8,0.01,none,none,8,9,"[4, 0, 1]",17.0,-0.35,0,[],[],"[1, 2, 6, 11]","[1394, 7843, 10604]"
93,8,0.01,none,none,9,10,"[4, 0, 1]",4.0,0.24242424242424243,0,[],[],"[1, 3, 7, 12]","[1310, 7573, 9269]"
94,8,0.01,none,none,10,7,"[4, 0, 1]",23.0,0.8125,0,[],[],"[1, 4, 8, 14]","[6134, 12374, 14662]"
95,8,0.01,none,none,11,3,"[4, 0, 1]",1.0,0.9230769230769231,0,[],[],"[1, 5, 9, 17]","[2051, 8476, 12460]"
96,8,0.01,none,none,12,5,"[4, 0, 1]",7.0,0.16666666666666666,0,[],[],"[1, 2, 6, 10]","[713, 7017, 10624]"
97,9,2.5,none,none,1,7,"[15, 0, 3]",13.5,0.275,3,"[2, 11, 10]","[51239, 134034, 135954]","[1, 2, 6, 11]","[55763, 126669, 137010]"
98,9,2.5,none,none,2,2,"[15, 0, 3]",-1.0,0.43548387096774194,8,"[17, 16, 11, 10, 13, 12, 14, 15]","[9803, 11693, 15681, 17196, 19385, 20619, 21776, 22983]","[1, 3, 7, 12]","[27213, 99366, 101115]"
99,9,2.5,none,none,3,9,"[15, 0, 3]",25.0,0.6,4,"[13, 12, 14, 15]","[7459, 8933, 11966, 13526]","[1, 4, 8, 15]","[15371, 46162, 48532]"
100,9,2.5,none,none,4,4,"[15, 0, 3]",19.0,0.39473684210526316,8,"[15, 14, 16, 17, 11, 10, 13, 12]","[2717, 4775, 6343, 7676, 9092, 11054, 12243, 14074]","[1, 4, 8, 14]","[16415, 57240, 59233]"
101,9,2.5,none,none,5,3,"[15, 0, 3]",-30.0,-0.43478260869565216,8,"[12, 13, 10, 11, 17, 16, 15, 14]","[33158, 34729, 35953, 37901, 39128, 40332, 41550, 42593]","[1, 5, 9, 17]","[45137, 83052, 85740]"
102,9,2.5,none,none,6,11,"[15, 0, 3]",6.0,-0.02040816326530612,8,"[10, 11, 17, 16, 15, 14, 12, 13]","[3205, 4608, 5938, 7365, 8599, 9722, 10740, 11918]","[1, 4, 8, 15]","[22027, 63636, 66757]"
103,9,2.5,none,none,7,5,"[15, 0, 3]",32.0,0.8979591836734694,0,[],[],"[1, 2, 6, 10]","[6295, 50238, 54679]"
104,9,2.5,none,none,8,6,"[15, 0, 3]",6.0,0.05660377358490566,0,[],[],"[1, 4, 8, 15]","[2767, 32577, 37478]"
105,9,2.5,none,none,9,10,"[15, 0, 3]",12.0,0.24324324324324326,0,[],[],"[1, 3, 7, 12]","[2910, 35358, 64052]"
106,9,2.5,none,none,10,1,"[15, 0, 3]",13.0,0.6352941176470588,0,[],[],"[1, 5, 9, 17]","[5849, 54038, 57774]"
107,9,2.5,none,none,11,8,"[15, 0, 3]",22.0,0.36363636363636365,0,[],[],"[1, 2, 6, 10]","[7900, 36267, 50544]"
108,9,2.5,none,none,12,0,"[15, 0, 3]",3.0,0.0,0,[],[],"[1, 2, 6, 10]","[9324, 35287, 39864]"
109,11,2.5,objectLevel,full,1,4,"[10, -1, 2]",22.5,0.4868421052631579,3,"[2, 6, 10]","[3332, 5767, 6996]","[1, 5, 9, 16]","[11367, 32319, 34544]"
110,11,2.5,objectLevel,full,2,2,"[3, -1, -1]",8.5,0.5887096774193549,1,[3],[5791],"[1, 4, 8, 15]","[8075, 19019, 21375]"
111,11,2.5,objectLevel,full,3,11,"[-1, -1, -1]",29.0,0.4489795918367347,2,"[5, 17]","[4230, 12825]","[1, 5, 9, 17]","[5688, 9715, 13848]"
112,11,2.5,objectLevel,full,4,5,"[4, -1, 5]",20.0,0.6530612244897959,2,"[3, 12]","[3018, 12262]","[1, 3, 7, 12]","[4286, 10694, 13498]"
113,11,2.5,objectLevel,full,5,3,"[1, -1, -1]",-12.5,-0.05434782608695652,5,"[4, 5, 2, 3, 14]","[2313, 5022, 5967, 6976, 19678]","[1, 4, 8, 15]","[8168, 17431, 22681]"
114,11,2.5,objectLevel,full,6,0,"[7, -1, -1]",-7.0,-0.19607843137254902,4,"[5, 3, 4, 11]","[2510, 4465, 5782, 24569]","[1, 2, 6, 10]","[7971, 20748, 26667]"
115,11,2.5,objectLevel,full,7,9,"[-1, -1, -1]",41.5,1.0125,1,[3],[2277],"[1, 3, 7, 13]","[3570, 5419, 11008]"
116,11,2.5,objectLevel,full,8,10,"[-1, -1, -1]",21.5,0.5,3,"[5, 2, 17]","[4209, 7341, 13982]","[1, 5, 9, 17]","[9000, 11619, 15256]"
117,11,2.5,objectLevel,full,9,8,"[-1, -1, -1]",32.0,0.5909090909090909,2,"[3, 13]","[2013, 7381]","[1, 3, 7, 13]","[3345, 4780, 8452]"
118,11,2.5,objectLevel,full,10,6,"[5, -1, -1]",1.5,-0.02830188679245283,5,"[3, 4, 2, 5, 17]","[3011, 4757, 5567, 6390, 17916]","[1, 5, 9, 16]","[8148, 16238, 19923]"
119,11,2.5,objectLevel,full,11,7,"[5, -1, -1]",13.5,0.275,3,"[4, 2, 10]","[4460, 6132, 17365]","[1, 2, 6, 11]","[7812, 14751, 18606]"
120,11,2.5,objectLevel,full,12,1,"[4, -1, -1]",0.5,0.48823529411764705,5,"[3, 4, 5, 2, 10]","[2989, 5019, 6654, 7920, 18776]","[1, 2, 6, 10]","[9514, 15680, 19967]"
121,12,0.01,featureBased,full,1,5,"[13, 0, 2]",14.97,0.43233333333333335,3,"[2, 9, 17]","[4785, 25678, 34114]","[1, 5, 9, 17]","[6071, 31702, 35696]"
122,12,0.01,featureBased,full,2,8,"[9, 0, 0]",16.94,0.33133333333333337,6,"[2, 3, 4, 5, 17, 16]","[1973, 3307, 4318, 5284, 22713, 23768]","[1, 5, 9, 17]","[7099, 20268, 25641]"
123,12,0.01,featureBased,full,3,6,"[7, 0, 0]",37.92,1.9485714285714286,8,"[13, 12, 14, 15, 10, 11, 16, 17]","[3252, 4254, 5359, 6160, 7265, 8348, 9974, 11158]","[1, 2, 6, 11]","[15481, 26934, 29081]"
124,12,0.01,featureBased,full,4,7,"[4, 0, 0]",33.88,1.1525,12,"[12, 13, 3, 10, 11, 2, 4, 16, 17, 15, 14, 5]","[1226, 2111, 3012, 3846, 4677, 5541, 6536, 9152, 10256, 11591, 12563, 13856]","[1, 5, 9, 17]","[19890, 29732, 31046]"
125,12,0.01,featureBased,full,5,4,"[3, 0, 0]",41.88,1.096,12,"[12, 13, 4, 2, 3, 5, 10, 11, 17, 16, 15, 14]","[1756, 2880, 4445, 5289, 6071, 6916, 7817, 8792, 9463, 10396, 11539, 12553]","[1, 5, 9, 17]","[15445, 24236, 25187]"
