,pid,info_cost,trial_index,click_num,click_pr
0,0,1.0,1,0,0.0
1,0,1.0,1,1,-3.489671101321032
2,0,1.0,1,2,-4.388080880516551
3,0,1.0,1,3,-4.388080880516551
4,0,1.0,1,4,0.0
5,0,1.0,1,5,-1.8397832731596981
6,0,1.0,1,6,-1.5021074627574453
7,0,1.0,1,7,-1.3602069773908951
8,0,1.0,1,8,0.0
9,0,1.0,1,9,-1.253846056427662
10,0,1.0,1,10,-1.360206977390896
11,0,1.0,1,11,-1.3602069773908951
12,0,1.0,1,12,0.0
13,0,1.0,1,13,-0.8596373336920817
14,0,1.0,1,14,0.0
15,0,1.0,1,15,0.0
16,0,1.0,1,16,0.0
17,0,1.0,2,0,0.0
18,0,1.0,2,1,-1.7877337691596082
19,0,1.0,2,2,-8.937174073795086
20,0,1.0,3,0,0.0
21,0,1.0,3,1,-0.39499232539528073
22,0,1.0,3,2,-5.424993492946392
23,0,1.0,4,0,0.0
24,0,1.0,4,1,0.0
25,0,1.0,4,2,0.0
26,0,1.0,4,3,-0.43265572945544406
27,0,1.0,4,4,-6.020082904933021
28,0,1.0,5,0,0.0
29,0,1.0,5,1,-6.910453914424879
30,0,1.0,6,0,-12.222218537409974
31,0,1.0,7,0,-12.222218537409974
32,0,1.0,8,0,-12.222218537409974
33,0,1.0,9,0,-12.222218537409974
34,0,1.0,10,0,0.0
35,0,1.0,10,1,-0.4326557294554423
36,0,1.0,10,2,-1.1453229210996572
37,0,1.0,10,3,-1.1453229210996554
38,0,1.0,10,4,-7.9700174111097315
39,0,1.0,11,0,0.0
40,0,1.0,11,1,-0.39499232539528073
41,0,1.0,11,2,0.0
42,0,1.0,11,3,-1.2530141669651478
43,0,1.0,11,4,-1.106128536879126
44,0,1.0,11,5,-1.188657087105458
45,0,1.0,11,6,-1.560569666472638
46,0,1.0,11,7,-1.4671682993191766
47,0,1.0,11,8,-1.5601878945679033
48,0,1.0,11,9,0.0
49,0,1.0,12,0,0.0
50,0,1.0,12,1,-11.53128944794647
51,0,1.0,13,0,-12.222218537409974
52,0,1.0,14,0,-12.222218537409974
53,0,1.0,15,0,-0.3806483142819772
54,0,1.0,15,1,-8.815814840150093
55,0,1.0,16,0,-0.3806483142819772
56,0,1.0,16,1,-0.7408108341934927
57,0,1.0,16,2,-11.30168803084378
58,1,0.25,1,0,-19.290150070349377
59,1,0.25,2,0,0.0
60,1,0.25,2,1,-11.445353002838061
61,1,0.25,3,0,0.0
62,1,0.25,3,1,-8.413948630000899
63,1,0.25,4,0,0.0
64,1,0.25,4,1,0.0
65,1,0.25,4,2,0.0
66,1,0.25,4,3,-0.09438665131327184
67,1,0.25,4,4,-11.458286711572782
68,1,0.25,5,0,0.0
69,1,0.25,5,1,-11.445353002838061
70,1,0.25,6,0,0.0
71,1,0.25,6,1,-0.07275333108299975
72,1,0.25,6,2,-11.495682725987628
73,1,0.25,7,0,0.0
74,1,0.25,7,1,-0.429141020574626
75,1,0.25,7,2,-13.650833500899466
76,1,0.25,8,0,0.0
77,1,0.25,8,1,-11.445353002838061
78,1,0.25,9,0,0.0
79,1,0.25,9,1,0.0
80,1,0.25,9,2,0.0
81,1,0.25,9,3,-0.09438665131327184
82,1,0.25,9,4,-12.863694433598232
83,1,0.25,10,0,0.0
84,1,0.25,10,1,-0.07275333108299975
85,1,0.25,10,2,-13.612541017262522
86,1,0.25,11,0,0.0
87,1,0.25,11,1,0.0
88,1,0.25,11,2,-15.264743698098103
89,1,0.25,12,0,0.0
90,1,0.25,12,1,-0.429141020574626
91,1,0.25,12,2,-10.485566206784782
92,1,0.25,13,0,-19.290150070349377
93,1,0.25,14,0,0.0
94,1,0.25,14,1,-17.23404286132662
95,1,0.25,15,0,0.0
96,1,0.25,15,1,-0.429141020574626
97,1,0.25,15,2,-0.7371640846197067
98,1,0.25,15,3,-15.076842944141795
99,1,0.25,16,0,0.0
100,1,0.25,16,1,-0.6181066747792876
101,1,0.25,16,2,-9.69746572259973
102,2,4.0,1,0,0.0
103,2,4.0,1,1,0.0
104,2,4.0,1,2,-0.264003901997296
105,2,4.0,2,0,0.0
106,2,4.0,2,1,-0.006869955594631938
107,2,4.0,2,2,-0.006869955594631938
108,2,4.0,2,3,-0.29790714146428854
109,2,4.0,3,0,0.0
110,2,4.0,3,1,0.0
111,2,4.0,3,2,-1.7576267338557798
112,2,4.0,3,3,-2.5847462813882682
113,2,4.0,3,4,0.0
114,2,4.0,3,5,0.0
115,2,4.0,4,0,0.0
116,2,4.0,4,1,-1.937067983476405
117,2,4.0,4,2,-1.937067983476405
118,2,4.0,4,3,-2.7818845777667938
119,2,4.0,4,4,-0.19232794162543598
120,2,4.0,5,0,0.0
121,2,4.0,5,1,-3.6314618113613095
122,2,4.0,5,2,-3.6322204017626305
123,2,4.0,5,3,-3.852033545627589
124,2,4.0,5,4,0.0
125,2,4.0,5,5,0.0
126,2,4.0,5,6,0.0
127,2,4.0,5,7,0.0
128,2,4.0,6,0,0.0
129,2,4.0,6,1,0.0
130,2,4.0,6,2,0.0
131,2,4.0,6,3,0.0
132,2,4.0,7,0,0.0
133,2,4.0,7,1,0.0
134,2,4.0,7,2,0.0
135,2,4.0,8,0,0.0
136,2,4.0,8,1,0.0
137,2,4.0,8,2,-3.59642055795476
138,2,4.0,8,3,-3.5987875389893187
139,2,4.0,8,4,-4.059029365517151
140,2,4.0,8,5,-0.21638957212286947
141,2,4.0,9,0,0.0
142,2,4.0,9,1,-1.9422928789110463
143,2,4.0,9,2,-1.9551551241296603
144,2,4.0,9,3,-1.9499302286950186
145,2,4.0,9,4,-0.2397037822832253
146,2,4.0,10,0,-0.006869955594631938
147,2,4.0,10,1,-1.676976000657457
148,2,4.0,10,2,0.0
149,2,4.0,11,0,-0.006869955594631938
150,2,4.0,11,1,0.0
151,2,4.0,12,0,-0.006869955594631938
152,2,4.0,12,1,0.0
153,2,4.0,13,0,-0.006869955594631938
154,2,4.0,13,1,-3.9723296186910524
155,2,4.0,13,2,-3.969120416329389
156,2,4.0,13,3,0.0
157,2,4.0,14,0,-0.006869955594631938
158,2,4.0,14,1,-0.006869955594631938
159,2,4.0,14,2,-0.006869955594631938
160,2,4.0,14,3,0.0
161,2,4.0,15,0,-0.006869955594631938
162,2,4.0,15,1,-1.674106681819688
163,2,4.0,15,2,-0.27038917373981697
164,2,4.0,16,0,-0.36369895354663384
165,3,1.0,1,0,-0.3806483142819772
166,3,1.0,1,1,-0.7245724313625779
167,3,1.0,1,2,-2.411056571859209
168,3,1.0,1,3,-4.235029623911934
169,3,1.0,1,4,-0.3806483142819772
170,3,1.0,1,5,-0.7408108341934927
171,3,1.0,1,6,-2.4110565718592083
172,3,1.0,1,7,-3.490278475465054
173,3,1.0,1,8,-9.092064199870034
174,3,1.0,2,0,0.0
175,3,1.0,2,1,-1.7877337691596082
176,3,1.0,2,2,-2.820733626004177
177,3,1.0,2,3,-2.670020504855138
178,3,1.0,2,4,-1.4973180529183487
179,3,1.0,2,5,-2.6510858860537816
180,3,1.0,2,6,-2.8859734177591037
181,3,1.0,2,7,-2.8859734177591037
182,3,1.0,2,8,-5.705695457177068
183,3,1.0,3,0,0.0
184,3,1.0,3,1,-0.4326557294554423
185,3,1.0,3,2,-0.4326557294554405
186,3,1.0,3,3,-1.1453229210996554
187,3,1.0,3,4,-0.8191679109424257
188,3,1.0,3,5,0.0
189,3,1.0,3,6,-0.5923072659862854
190,3,1.0,3,7,-0.1880360635846472
191,3,1.0,3,8,0.0
192,3,1.0,3,9,0.0
193,3,1.0,3,10,-1.6816417837216626
194,3,1.0,3,11,0.0
195,3,1.0,3,12,0.0
196,3,1.0,4,0,0.0
197,3,1.0,4,1,0.0
198,3,1.0,4,2,0.0
199,3,1.0,4,3,-0.5052061950195235
200,3,1.0,4,4,0.0
201,3,1.0,4,5,-2.7870787575661042
202,3,1.0,4,6,-1.4973180529183479
203,3,1.0,4,7,-2.7870787575661042
204,3,1.0,4,8,-2.7870787575661042
205,3,1.0,4,9,-5.517205615677594
206,3,1.0,5,0,0.0
207,3,1.0,5,1,0.0
208,3,1.0,5,2,-1.7877337691596118
209,3,1.0,5,3,-1.918882701395205
210,3,1.0,5,4,-1.4973180529183487
211,3,1.0,5,5,-2.6510858860537816
212,3,1.0,5,6,-1.9881710127076069
213,3,1.0,5,7,-1.9881710127076069
214,3,1.0,5,8,-1.9875636385635893
215,3,1.0,5,9,-2.885973417759107
216,3,1.0,5,10,-2.885973417759107
217,3,1.0,5,11,0.0
218,3,1.0,5,12,-1.058795310463097
219,3,1.0,5,13,0.0
220,3,1.0,6,0,0.0
221,3,1.0,6,1,-1.7877337691596082
222,3,1.0,6,2,-1.9188827013952086
