action_times,actions,button_pressed,correct,delays,path,queries,questions,responses,rt,score,stimulus,time_elapsed,trial_index,trial_i,trial_type,view_history,pid
,,,"[True, True, True, True, True]",,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?"",""What does the feedback teach you?""]","[""True"",""$1.60"",""As many or as few as I wish"",""5% of my score on a random round"",""All of the above.""]",69893,,,269283,,,survey-multi-choice,,0
,,,"[True, True, True, False]",,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?""]","[""True"",""$1.60"",""As many or as few as I wish"",""5% of my best score on any round""]",16925,,,200342,,,survey-multi-choice,,1
,,,"[True, True, True, True]",,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?""]","[""True"",""$1.60"",""As many or as few as I wish"",""5% of my score on a random round""]",5787,,,258028,,,survey-multi-choice,,1
,,,"[True, True, False, False]",,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?""]","[""True"",""$1.60"",""At most 1"",""10% of my total score on all rounds""]",22433,,,42897,,,survey-multi-choice,,2
,,,"[True, True, True, True]",,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?""]","[""True"",""$1.60"",""As many or as few as I wish"",""5% of my score on a random round""]",56434,,,146416,,,survey-multi-choice,,2
,,,"[True, True, True, True, True]",,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?"",""What does the feedback teach you?""]","[""True"",""$1.60"",""As many or as few as I wish"",""5% of my score on a random round"",""All of the above.""]",45210,,,287227,,,survey-multi-choice,,3
,,,"[True, False, False, False, True]",,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?"",""What does the feedback teach you?""]","[""True"",""$0.01"",""At most 5"",""10% of my total score on all rounds"",""All of the above.""]",45540,,,60290,,,survey-multi-choice,,4
,,,"[True, True, True, True, True]",,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?"",""What does the feedback teach you?""]","[""True"",""$1.60"",""As many or as few as I wish"",""5% of my score on a random round"",""All of the above.""]",37974,,,134980,,,survey-multi-choice,,4
,,,"[True, True, True, True, True]",,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?"",""What does the feedback teach you?""]","[""True"",""$1.60"",""As many or as few as I wish"",""5% of my score on a random round"",""All of the above.""]",41035,,,110601,,,survey-multi-choice,,5
,,,"[True, True, True, True]",,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?""]","[""True"",""$1.60"",""As many or as few as I wish"",""5% of my score on a random round""]",21889,,,573840,,,survey-multi-choice,,6
,,,"[True, True, True, True, True]",,,,"[""True or false: The hidden values will change each time I start a new round."",""How much does it cost to observe each hidden value?"",""How many hidden values am I allowed to observe in each round?"",""How is your bonus determined?"",""What does the feedback teach you?""]","[""True"",""$1.60"",""As many or as few as I wish"",""5% of my score on a random round"",""All of the above.""]",23278,,,190162,,,survey-multi-choice,,7
