action_times,actions,button_pressed,correct,delays,information_used_correctly,key_press,path,planned_too_little,planned_too_much,queries,questions,responses,rt,score,stimulus,time_elapsed,trial_index,trial_i,trial_type,view_history,pid
,,0.0,,,,,,,,,,,3957,,"<h1 id=""youvecompletedthehit"">You've completed the HIT</h1>

<p>Thanks again for participating. We hope you had fun!</p>

<p>Based on your performance, you will be
awarded a bonus of <strong>$2.71</strong>.</p>",995266,,,button-response,,0
,,0.0,,,,,,,,,,,2894,,"<h1 id=""youvecompletedthehit"">You've completed the HIT</h1>

<p>Thanks again for participating. We hope you had fun!</p>

<p>Based on your performance, you will be
awarded a bonus of <strong>$2.88</strong>.</p>",682798,,,button-response,,1
,,0.0,,,,,,,,,,,4329,,"<h1 id=""youvecompletedthehit"">You've completed the HIT</h1>

<p>Thanks again for participating. We hope you had fun!</p>

<p>Based on your performance, you will be
awarded a bonus of <strong>$3.17</strong>.</p>",1037894,,,button-response,,2
,,0.0,,,,,,,,,,,3351,,"<h1 id=""youvecompletedthehit"">You've completed the HIT</h1>

<p>Thanks again for participating. We hope you had fun!</p>

<p>Based on your performance, you will be
awarded a bonus of <strong>$3.04</strong>.</p>",1205119,,,button-response,,3
,,0.0,,,,,,,,,,,3475,,"<h1 id=""youvecompletedthehit"">You've completed the HIT</h1>

<p>Thanks again for participating. We hope you had fun!</p>

<p>Based on your performance, you will be
awarded a bonus of <strong>$3.45</strong>.</p>",567352,,,button-response,,4
,,0.0,,,,,,,,,,,13056,,"<h1 id=""youvecompletedthehit"">You've completed the HIT</h1>

<p>Thanks again for participating. We hope you had fun!</p>

<p>Based on your performance, you will be
awarded a bonus of <strong>$3.18</strong>.</p>",865354,,,button-response,,5
,,0.0,,,,,,,,,,,10250,,"<h1 id=""youvecompletedthehit"">You've completed the HIT</h1>

<p>Thanks again for participating. We hope you had fun!</p>

<p>Based on your performance, you will be
awarded a bonus of <strong>$2.17</strong>.</p>",1096914,,,button-response,,6
,,0.0,,,,,,,,,,,2093,,"<h1 id=""youvecompletedthehit"">You've completed the HIT</h1>

<p>Thanks again for participating. We hope you had fun!</p>

<p>Based on your performance, you will be
awarded a bonus of <strong>$3.43</strong>.</p>",924137,,,button-response,,7
,,0.0,,,,,,,,,,,1288,,"<h1 id=""youvecompletedthehit"">You've completed the HIT</h1>

<p>Thanks again for participating. We hope you had fun!</p>

<p>Based on your performance, you will be
awarded a bonus of <strong>$2.30</strong>.</p>",1223918,,,button-response,,8
,,0.0,,,,,,,,,,,3250,,"<h1 id=""youvecompletedthehit"">You've completed the HIT</h1>

<p>Thanks again for participating. We hope you had fun!</p>

<p>Based on your performance, you will be
awarded a bonus of <strong>$3.47</strong>.</p>",582119,,,button-response,,9
,,0.0,,,,,,,,,,,5207,,"<h1 id=""youvecompletedthehit"">You've completed the HIT</h1>

<p>Thanks again for participating. We hope you had fun!</p>

<p>Based on your performance, you will be
awarded a bonus of <strong>$3.10</strong>.</p>",1024266,,,button-response,,10
,,0.0,,,,,,,,,,,6183,,"<h1 id=""youvecompletedthehit"">You've completed the HIT</h1>

<p>Thanks again for participating. We hope you had fun!</p>

<p>Based on your performance, you will be
awarded a bonus of <strong>$3.05</strong>.</p>",649445,,,button-response,,11
,,0.0,,,,,,,,,,,1181,,"<h1 id=""youvecompletedthehit"">You've completed the HIT</h1>

<p>Thanks again for participating. We hope you had fun!</p>

<p>Based on your performance, you will be
awarded a bonus of <strong>$3.16</strong>.</p>",990856,,,button-response,,12
