p_rdata,action_times,actions,beliefs,correct,delays,information_used_correctly,meta_actions,path,planned_too_little,planned_too_much,queries,questions,responses,rt,score,time_elapsed,trial_index,trial_id,trial_type,view_history,pid
,,,,,,,,,,,,,"{""Q0"":""Just a gut feeling whenever the round started"",""Q1"":""no"",""Q2"":""27"",""Q3"":""Female""}",126637,,1012860,,,survey-text,,0
,,,,,,,,,,,,,"{""Q0"":""At first I tried to maximize gain but towards the end I tried to minimize loss."",""Q1"":""not really"",""Q2"":""42"",""Q3"":""female""}",38480,,868394,,,survey-text,,1
,,,,,,,,,,,,,"{""Q0"":""I would only check routes where I had a choice (the initial 4 choices, and then the end choice, never the middle of the T) and I would do my best to check as few routes as possible by following the first positive numbers I could find."",""Q1"":""The only thing I learned was that I shouldn't gamble blank numbers hoping they will be higher positives than a small known positive (choosing a blank over a $4)."",""Q2"":""27"",""Q3"":""Female""}",159198,,1003018,,,survey-text,,2
,,,,,,,,,,,,,"{""Q0"":""Just random."",""Q1"":""No"",""Q2"":""60"",""Q3"":""female""}",30342,,967474,,,survey-text,,3
,,,,,,,,,,,,,"{""Q0"":""I checked the immediate values, then the destination values. "",""Q1"":""Yes, my strategy improved by the end"",""Q2"":""23"",""Q3"":""Female""}",45359,,1759194,,,survey-text,,4
,,,,,,,,,,,,,"{""Q0"":""I just guessed"",""Q1"":""No"",""Q2"":""33"",""Q3"":""female""}",18623,,1105861,,,survey-text,,6
,,,,,,,,,,,,,"{""Q0"":""I tried to find spots that didn't take money away.  I clicked two spots and avoided the red spots"",""Q1"":""I think so."",""Q2"":""41"",""Q3"":""male""}",72827,,1125119,,,survey-text,,7
,,,,,,,,,,,,,"{""Q0"":""Treated it as a gamble most rounds but in the others I'd click one or two of the inner most rings to avoid that big -$20"",""Q1"":""How to avoid that -20 was the only thing everything else felt to random."",""Q2"":""27"",""Q3"":""Male""}",46425,,1153607,,,survey-text,,8
,,,,,,,,,,,,,"{""Q0"":""Check inner ring, don't bother with checking second step, check one of the final positions following it. go to highest values."",""Q1"":""I think it would have been better if I went randomly, I would have taken a few big hits, but I would't have wasted money checking."",""Q2"":""23"",""Q3"":""male""}",76800,,1011256,,,survey-text,,9
,,,,,,,,,,,,,"{""Q0"":""It actually seemed like flying blind was the best option. The (bad) strategy I had was to test the initial points on the path. If a path looked good, I would check the endmost destinations."",""Q1"":""Revealing adds up quickly. Maybe don't do so much of it."",""Q2"":""33"",""Q3"":""male""}",75146,,936502,,,survey-text,,10
,,,,,,,,,,,,,"{""Q0"":""bad"",""Q1"":""bad"",""Q2"":""24"",""Q3"":""male""}",13102,,974480,,,survey-text,,11
,,,,,,,,,,,,,"{""Q0"":""At first I was trying to be more methodical by just revealing the closest destinations, then revealing further destinations based on which first spots paid most.  After I lost any chance at bonuses I started revealing as much as I felt necessary to avoid losing too much money once I started flying."",""Q1"":""Not really.  I just got stressed out."",""Q2"":""26"",""Q3"":""nonbinary, assigned female at birth""}",148305,,1078745,,,survey-text,,12
,,,,,,,,,,,,,"{""Q0"":""I focused on the end points to see which ones would pay out the most. "",""Q1"":""If I clicked on a lot of negative values, I stopped and guessed that I should go a different direction."",""Q2"":""30"",""Q3"":""Female""}",34881,,968119,,,survey-text,,14
,,,,,,,,,,,,,"{""Q0"":""I did try to alternate the direction I was planning to go."",""Q1"":""I did not look up any of the amounts beforehand. I just wanted to take my chances with whatever came next"",""Q2"":""45"",""Q3"":""female""}",160475,,1204090,,,survey-text,,15
,,,,,,,,,,,,,"{""Q0"":""random"",""Q1"":""no"",""Q2"":""42"",""Q3"":""female""}",16270,,1006636,,,survey-text,,16
,,,,,,,,,,,,,"{""Q0"":""At first I uncovered the 'end squares' but realized that ate too much into my score."",""Q1"":""I learned that you have to make minimal 'uncovering' to minimize damage to your score. I learned to just uncover the first profitable square next to my plane and then uncover a profitable end square linked to that one. Sort of reminded me of minesweeper."",""Q2"":""42"",""Q3"":""male""}",242556,,1265870,,,survey-text,,17
,,,,,,,,,,,,,"{""Q0"":""I originally just guessed each time. When I did choose to reveal at least one route, I usually did better."",""Q1"":""It was worth spending money to reveal a route."",""Q2"":""35"",""Q3"":""Male""}",60798,,941108,,,survey-text,,18
,,,,,,,,,,,,,"{""Q0"":""chance"",""Q1"":""no"",""Q2"":""26"",""Q3"":""male""}",21635,,872230,,,survey-text,,19
,,,,,,,,,,,,,"{""Q0"":""I guessed."",""Q1"":""No."",""Q2"":""38"",""Q3"":""Female""}",30988,,1168861,,,survey-text,,20
,,,,,,,,,,,,,"{""Q0"":""I checked the first spot away and then checked a few past it."",""Q1"":""I decided later it was better to see what was positive/negative after the first choice."",""Q2"":""30"",""Q3"":""Female""}",28401,,951530,,,survey-text,,21
,,,,,,,,,,,,,"{""Q0"":""I tried to find a path that would give me a positive value for as much of it as possible without making too many clicks, but that wasn't always possible."",""Q1"":""Not really."",""Q2"":""33"",""Q3"":""Male""}",45719,,1062891,,,survey-text,,23
,,,,,,,,,,,,,"{""Q0"":""I looked at the end destinations"",""Q1"":""no"",""Q2"":""21"",""Q3"":""female""}",27523,,898117,,,survey-text,,24
,,,,,,,,,,,,,"{""Q0"":""tried to find the money!"",""Q1"":""no, actually"",""Q2"":""38"",""Q3"":""male""}",15512,,1541597,,,survey-text,,25
,,,,,,,,,,,,,"{""Q0"":""I tried to preview a rewarding end plan."",""Q1"":""The numbers seemed to be random. Didn't really seem as if anyone could win a bonus from this."",""Q2"":""35"",""Q3"":""Male""}",51012,,985730,,,survey-text,,26
,,,,,,,,,,,,,"{""Q0"":""I chose one point and based on the value decided whether to pursue that route or avoid it."",""Q1"":""I used the same tactic the whole time"",""Q2"":""22"",""Q3"":""Female""}",41554,,1629723,,,survey-text,,27
,,,,,,,,,,,,,"{""Q0"":""I chose what felt best"",""Q1"":""Not at all"",""Q2"":""27"",""Q3"":""Female""}",31112,,929048,,,survey-text,,28
,,,,,,,,,,,,,"{""Q0"":""Just randomly, had no idea where to go to earn the most"",""Q1"":""Nope"",""Q2"":""27"",""Q3"":""Male""}",19994,,1233762,,,survey-text,,29
,,,,,,,,,,,,,"{""Q0"":""At first I didn't preview any rates before moving because I thought it cost too much. Then, when I realized it's too hard to earn money that way I previewed the cost until I got a positive rate for the first move. Then I previewed one of the rates for the last move and selected that one if it was a positive value."",""Q1"":""Preview the rates! You earn WAY more than just a random guess."",""Q2"":""32"",""Q3"":""female""}",163371,,1846159,,,survey-text,,30
,,,,,,,,,,,,,"{""Q0"":""I just tried to guess my way through. Sometimes I would check to see which one would give me money outright."",""Q1"":""Not really, no."",""Q2"":""59"",""Q3"":""Female""}",46750,,1207119,,,survey-text,,31
,,,,,,,,,,,,,"{""Q0"":""no plan"",""Q1"":""not a thing"",""Q2"":""35"",""Q3"":""male""}",21041,,1109187,,,survey-text,,32
,,,,,,,,,,,,,"{""Q0"":""I started by uncovering the first 4 paths and go from there."",""Q1"":""I ended up feeling random chance was the best approach and to use the same path over and over. Uncovering paths was expensive."",""Q2"":""49"",""Q3"":""Male""}",94920,,1112341,,,survey-text,,33
,,,,,,,,,,,,,"{""Q0"":""I tried to pick a starting point and end destination that would produce a profit"",""Q1"":""I tried different strategies, but found it was mostly luck driven"",""Q2"":""48"",""Q3"":""male""}",53226,,913911,,,survey-text,,34
,,,,,,,,,,,,,"{""Q0"":""I tried to spend as little as possible on information. Found the first profitable space and went with it."",""Q1"":""Not really. Information was just so expensive."",""Q2"":""24"",""Q3"":""Male""}",39767,,1072671,,,survey-text,,35
,,,,,,,,,,,,,"{""Q0"":""I just chose a way."",""Q1"":""No."",""Q2"":""41"",""Q3"":""female""}",18953,,1074215,,,survey-text,,36
,,,,,,,,,,,,,"{""Q0"":""Random"",""Q1"":""Unfortunately, no"",""Q2"":""52"",""Q3"":""female""}",40782,,1000746,,,survey-text,,37
,,,,,,,,,,,,,"{""Q0"":""Randomly. "",""Q1"":""Not really--except that if you start with a negative balance (by clicking to see the values in advance) there is no way to profit. "",""Q2"":""41"",""Q3"":""Female""}",41162,,1362578,,,survey-text,,38
,,,,,,,,,,,,,"{""Q0"":""I did it randomly"",""Q1"":""i was trying to recognize pattern"",""Q2"":""27"",""Q3"":""female""}",23511,,857857,,,survey-text,,39
,,,,,,,,,,,,,"{""Q0"":""I viewed the last possible location"",""Q1"":""yes"",""Q2"":""29"",""Q3"":""female""}",30205,,980056,,,survey-text,,40
,,,,,,,,,,,,,"{""Q0"":""Sometimes I guessed and sometimes I checked one circle and based my decision on what that one was."",""Q1"":""Is the risk worth the reward?"",""Q2"":""32"",""Q3"":""female""}",44908,,1792708,,,survey-text,,41
,,,,,,,,,,,,,"{""Q0"":""I tried to find a path that started out positively."",""Q1"":""I started uncovering more tiles later in the game so that I could have more information."",""Q2"":""25"",""Q3"":""Male""}",36386,,1030173,,,survey-text,,43
,,,,,,,,,,,,,"{""Q0"":""I tried to see if there was a correlation about which direction to go that was good."",""Q1"":""No"",""Q2"":""26"",""Q3"":""Female""}",23128,,950218,,,survey-text,,44
,,,,,,,,,,,,,"{""Q0"":""At times I did try to analyze the patterns. However, I mostly just randomly used the arrow keys."",""Q1"":""I did not learn anything on how to plan better."",""Q2"":""18"",""Q3"":""female""}",32814,,842968,,,survey-text,,46
,,,,,,,,,,,,,"{""Q0"":""Some of the time, I tried clicking to learn where the positive values were, but mostly I just randomly chose because it didn't seem like there was any rhyme or reason to where the positive values were."",""Q1"":""No."",""Q2"":""31"",""Q3"":""Female""}",60883,,915660,,,survey-text,,47
,,,,,,,,,,,,,"{""Q0"":""random"",""Q1"":""no"",""Q2"":""38"",""Q3"":""female""}",18892,,1101577,,,survey-text,,48
