action_times,actions,block,path,queries,rewards,rt,score,simulation_mode,state_rewards,time_elapsed,trial_index,trial_time,trial_id,trial_type,pid
"[20405, 23325, 25392]","[u'up', u'up', u'right']",train_basic,"[u'0', u'1', u'2', u'3']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-10, 10, -5]","[20402, 2393, 1545]",-5.0,"[None, None, None]","[u'', -10, 10, -5, -10, 10, -5, 10, 5, 10, 5, 10, -5]",29394,0.0,29197.0,1.9920789159475208e+18,mouselab-mdp,0
"[3395, 4109, 4703]","[u'up', u'up', u'right']",train_basic,"[u'0', u'1', u'2', u'3']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-5, 10, 10]","[3391, 189, 67]",15.0,"[None, None, None]","[u'', -5, 10, 10, 5, -5, 5, -10, 10, 10, -10, -10, -10]",37855,1.0,7264.0,7.801448459840969e+18,mouselab-mdp,0
"[2760, 3438, 4106]","[u'right', u'right', u'down']",train_basic,"[u'0', u'5', u'6', u'8']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, 5, 5]","[2759, 145, 146]",20.0,"[None, None, None]","[u'', 5, -10, -5, 10, 10, 5, -10, 5, 5, -5, -5, 5]",44896,2.0,5897.0,8.034619116489217e+18,mouselab-mdp,0
"[1641, 2315, 2955]","[u'right', u'right', u'up']",train_basic,"[u'0', u'5', u'6', u'7']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, 10, 10]","[1640, 152, 108]",30.0,"[None, None, None]","[u'', -5, 5, 5, -10, 10, 10, 10, -5, 5, -5, 5, 10]",50494,3.0,4482.0,-2.6104954135648773e+18,mouselab-mdp,0
"[2801, 3550, 4299]","[u'left', u'left', u'up']",train_basic,"[u'0', u'9', u'10', u'11']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, 10, 10]","[2799, 217, 216]",30.0,"[None, None, None]","[u'', -5, 10, 5, 10, 5, 5, -5, 5, 10, 10, 10, 5]",57293,4.0,5684.0,-6.877572132778754e+18,mouselab-mdp,0
"[1715, 2340, 2964]","[u'up', u'up', u'left']",train_basic,"[u'0', u'1', u'2', u'4']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, 10, 10]","[1713, 87, 95]",30.0,"[None, None, None]","[u'', 10, 10, 5, 10, -10, -10, -5, -5, 10, -5, 5, 10]",62311,5.0,3872.0,-3.019010559255296e+18,mouselab-mdp,0
"[2041, 2770, 3391]","[u'right', u'right', u'up']",train_basic,"[u'0', u'5', u'6', u'7']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, 5, 10]","[2039, 195, 98]",25.0,"[None, None, None]","[u'', -5, -10, 10, 5, 10, 5, 10, 5, 5, -10, -5, -10]",68426,6.0,4993.0,3.569831271632112e+18,mouselab-mdp,0
"[3757, 4592, 5256]","[u'left', u'left', u'down']",train_basic,"[u'0', u'9', u'10', u'12']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[10, -5, 10]","[3755, 302, 133]",15.0,"[None, None, None]","[u'', 10, -10, 10, 5, -5, -5, 5, -5, 10, -5, 10, 10]",76814,7.0,7264.0,-2.528293413986772e+18,mouselab-mdp,0
"[3378, 4030, 4795]","[u'left', u'left', u'up']",train_basic,"[u'0', u'9', u'10', u'11']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-5, 10, 5]","[3375, 121, 235]",10.0,"[None, None, None]","[u'', -10, -10, 10, -10, -5, -10, 10, 5, -5, 10, 5, -5]",86872,8.0,8924.0,5.603840126336082e+18,mouselab-mdp,0
"[5428, 6181, 6747]","[u'up', u'up', u'right']",train_basic,"[u'0', u'1', u'2', u'3']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[-5, -5, 10]","[5426, 222, 37]",0.0,"[None, None, None]","[u'', -5, -5, 10, 5, -5, -5, -10, -5, -10, -5, 5, 10]",96581,9.0,8601.0,-2.317078987107653e+18,mouselab-mdp,0
"[9424, 10345, 11956]","[u'right', u'right', u'up']",train_hidden,"[u'0', u'5', u'6', u'7']","{u'mouseover': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'click': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}, u'mouseout': {u'state': {u'target': [], u'time': []}, u'edge': {u'target': [], u'time': []}}}","[5, -10, -10]","[9423, 388, 1083]",-15.0,"[None, None, None]","[u'', -10, -10, -10, 5, 5, -10, -10, 10, 5, -10, -5, 5]",112963,10.0,13414.0,7.530557414679124e+18,mouselab-mdp,0
